# STR_XXXX part is read and XXXX becomes the string id number.
# Everything after the colon and before the new line will be saved as the string.
# Use # at the beginning of a line to leave a comment.

STR_0002    :Kierrevuoristorata
STR_2210    :{SMALLFONT}{BLACK}Näytä puiston yleismiehet
STR_2211    :{SMALLFONT}{BLACK}Näytä puiston mekaanikot
STR_2212    :{SMALLFONT}{BLACK}Näytä puiston vartijat
STR_2213    :{SMALLFONT}{BLACK}Näytä puiston viihdyttäjät
STR_2214    :Rakentaminen ei ole mahdollista pelin ollessa pysäytettynä!

STR_2216    :{WINDOW_COLOU1R_2}{COMMA16}{DEGREE}C

STR_2219    :{RED}{COMMA16} ihmistä kuoli tapaturmassa kohteessa {STRINGID}
STR_2220    :{WINDOW_COLOUR_2}Puiston luokitus: {BLACK}{COMMA16}
STR_2221    :{SMALLFONT}{BLACK}Puiston luokitus: {COMMA16}

STR_2223    :{WINDOW_COLOUR_2}Vieraiden määrä: {BLACK}{COMMA16}
STR_2224    :{WINDOW_COLOUR_2}Kassa: {BLACK}{CURRENCY2DP}
STR_2225    :{WINDOW_COLOUR_2}Kassa: {RED}{CURRENCY2DP}
STR_2226    :{WINDOW_COLOUR_2}Puiston arvo: {BLACK}{CURRENCY}
STR_2227    :{WINDOW_COLOUR_2}Yrityksen arvo: {BLACK}{CURRENCY}
STR_2228    :{WINDOW_COLOUR_2}Viimekuun tulot ruoan, juomien ja{NEWLINE}tavaroiden myynnistä: {BLACK}{CURRENCY}
STR_2229    :Nousu pystysuoraan
STR_2230    :Pystysuora rata
STR_2231    :Pidätysjarru pudotukseen
STR_2232    :Kaapelinostomäki
STR_2233    :{SMALLFONT}{BLACK}Puiston tiedot
STR_2234    :Viimeiset viestit

STR_2236    :Tammikuu
STR_2237    :Helmikuu
STR_2238    :Maaliskuu
STR_2239    :Huhtikuu
STR_2240    :Toukokuu
STR_2241    :Kesäkuu
STR_2242    :Heinäkuu
STR_2243    :Elokuu
STR_2244    :Syyskuu
STR_2245    :Lokakuu
STR_2246    :Marraskuu
STR_2247    :Joulukuu
STR_2248    :Ei voi romuttaa laitetta/kohdetta...
STR_2249    :{BABYBLUE}Uusi laite/kohde saatavilla:{NEWLINE}{STRINGID}
STR_2250    :{BABYBLUE}Uusi maisema/teemaus saatavilla:{NEWLINE}{STRINGID}
STR_2251    :Voidaan rakentaa ainoastaan poluille!
STR_2252    :Voidaan rakentaa ainoastaan polun poikki!
STR_2253    :Transportaatiolaitteet
STR_2254    :Lempeät laitteet
STR_2255    :Vuoristoradat
STR_2256    :Jännittävät Laitteet
STR_2257    :Vesiajelut
STR_2258    :Kaupat & Kojut
STR_2259    :Maisemointi & Teemaus
STR_2260    :Ei rahoitusta
STR_2261    :Vähimmäisrahoitus
STR_2262    :Normaali rahoitus
STR_2263    :Täysrahoitus
STR_2264    :Tutkimustyön rahoitus
STR_2265    :{WINDOW_COLOUR_2}Kustannus: {BLACK}{CURRENCY} kuukaudessa
STR_2266    :Tutkimustyön tärkeysjärjestykset
STR_2267    :Paraikaa suunnitteilla
STR_2268    :Viimeinen kehitys
STR_2269    :{WINDOW_COLOUR_2}Tyyppi: {BLACK}{STRINGID}
STR_2270    :{WINDOW_COLOUR_2}Edistys: {BLACK}{STRINGID}
STR_2271    :{WINDOW_COLOUR_2}Odotettavista: {BLACK}{STRINGID}
STR_2272    :{WINDOW_COLOUR_2}Laitteet/kohteet:{NEWLINE}{BLACK}{STRINGID}
STR_2273    :{WINDOW_COLOUR_2}Maisemointi/teemaus:{NEWLINE}{BLACK}{STRINGID}
STR_2274    :{SMALLFONT}{BLACK}Näytä tämän keksinnön tai kehityksen yksityiskohdat

STR_2277    :Tuntematon
STR_2278    :Transportaatiolaite
STR_2279    :Lempeä laite
STR_2280    :Vuoristorata
STR_2281    :Jännittävä laite
STR_2282    :Vesiajelu
STR_2283    :Kauppa/Koju
STR_2284    :Maisemointi/Teemaus
STR_2285    :Pohjatutkimus
STR_2286    :Suunnitellaan
STR_2287    :Viimeistellään suunnittelua
STR_2288    :Tuntematon

STR_2290    :{SMALLFONT}{BLACK}{STRINGID} {STRINGID}
STR_2291    :Valitse uuden pelin skenaario
STR_2292    :{WINDOW_COLOUR_2}Käytyjä laitteita:
STR_2293    :{BLACK} Ei mitään
STR_2294    :{SMALLFONT}{BLACK}Vaihda pohjamaan tyyliä
STR_2295    :{SMALLFONT}{BLACK}Vaihda pystysuorien seinämien tyyliä
STR_2296    :{BLACK}{CURRENCY2DP}{WINDOW_COLOUR_2} Maksettu sisäänpääsyssä
STR_2297    :{BLACK}{CURRENCY2DP}{WINDOW_COLOUR_2} Kulutettu {BLACK}{COMMA16} laitteessa
STR_2298    :{BLACK}{CURRENCY2DP}{WINDOW_COLOUR_2} Kulutettu {BLACK}{COMMA16} laitteessa
STR_2299    :{BLACK}{CURRENCY2DP}{WINDOW_COLOUR_2} Kulutettu {BLACK}{COMMA16} ruokaan
STR_2300    :{BLACK}{CURRENCY2DP}{WINDOW_COLOUR_2} Kulutettu {BLACK}{COMMA16} ruokaan
STR_2301    :{BLACK}{CURRENCY2DP}{WINDOW_COLOUR_2} Kulutettu {BLACK}{COMMA16} juomaan
STR_2302    :{BLACK}{CURRENCY2DP}{WINDOW_COLOUR_2} Kulutettu {BLACK}{COMMA16} juomaan
STR_2303    :{BLACK}{CURRENCY2DP}{WINDOW_COLOUR_2} Kulutettu {BLACK}{COMMA16} matkamuistoon
STR_2304    :{BLACK}{CURRENCY2DP}{WINDOW_COLOUR_2} Kulutettu {BLACK}{COMMA16} matkamuistoon
STR_2305    :Ratasuunnitelmatiedostot
STR_2306    :Tallenna ratasuunnitelma
STR_2307    :Valitse {STRINGID} suunnitelma
STR_2308    :{STRINGID} Ratasuunnitelmat
STR_2309    :Asenna uusi ratasuunnitelma
STR_2310    :Rakenna oma rata
STR_2311    :{WINDOW_COLOUR_2}Jännittävyys arvosana: {BLACK}{COMMA2DP32} (approx.)
STR_2312    :{WINDOW_COLOUR_2}Intensiteettiarvosana: {BLACK}{COMMA2DP32} (approx.)
STR_2313    :{WINDOW_COLOUR_2}Pahoinvointiarvosana: {BLACK}{COMMA2DP32} (approx.)
STR_2314    :{WINDOW_COLOUR_2}Ajelun pituus: {BLACK}{STRINGID}
STR_2315    :{WINDOW_COLOUR_2}Kustannus: {BLACK}noin {CURRENCY}
STR_2316    :{WINDOW_COLOUR_2}Tilaa tarvitaan: {BLACK}{COMMA16} x {COMMA16} neliötä
STR_2317    :<not used anymore>
STR_2318    :<not used anymore>
STR_2319    :<not used anymore>
STR_2320    :<not used anymore>
STR_2321    :{WINDOW_COLOUR_2}Laitteiden/kohteiden määrä: {BLACK}{COMMA16}
STR_2322    :{WINDOW_COLOUR_2}Henkilökunta: {BLACK}{COMMA16}
STR_2323    :{WINDOW_COLOUR_2}Puiston koko: {BLACK}{COMMA32}m{SQUARED}
STR_2324    :{WINDOW_COLOUR_2}Puiston koko: {BLACK}{COMMA32}sq.ft.
STR_2325    :{SMALLFONT}{BLACK}Osta maata laajentaakseen puistoa
STR_2326    :{SMALLFONT}{BLACK}Osta rakennusoikeudet maan päälle tai alle puiston ulkopuolella
STR_2327    :Asetukset
STR_2328    :{WINDOW_COLOUR_2}Valuutta:
STR_2329    :{WINDOW_COLOUR_2}Etäisyys ja nopeus:
STR_2330    :{WINDOW_COLOUR_2}Lämpötila:
STR_2331    :{WINDOW_COLOUR_2}Korkeusmerkinnät:
STR_2332    :Yksikkö
STR_2333    :Ääni
STR_2334    :Punta ({POUND})
STR_2335    :Dollari ($)
STR_2336    :Frangi (F)
STR_2337    :Saksanmarkka (DM)
STR_2338    :Jen ({YEN})

STR_2340    :Liira (L)
STR_2341    :Guldeni (fl.)
STR_2342    :Kruunu (kr)
STR_2343    :Euro ({EURO})
STR_2344    :Brittiläinen
STR_2345    :Metrinen
STR_2346    :Näytä
STR_2347    :{RED}{STRINGID} on hukkunut!
STR_2348    :{SMALLFONT}{BLACK}Näytä tämän henkilökunnan jäsenen tarkemmat tiedot
STR_2349    :{WINDOW_COLOUR_2}Palkat: {BLACK}{CURRENCY} per kuukausi
STR_2350    :{WINDOW_COLOUR_2}Työllistetty: {BLACK}{MONTHYEAR}
STR_2351    :{WINDOW_COLOUR_2}Nurmikkoa ajettu: {BLACK}{COMMA16}
STR_2352    :{WINDOW_COLOUR_2}Puutarhaa kasteltu: {BLACK}{COMMA16}
STR_2353    :{WINDOW_COLOUR_2}Törkyä harjattu: {BLACK}{COMMA16}
STR_2354    :{WINDOW_COLOUR_2}Roskakoria tyhjennetty: {BLACK}{COMMA16}
STR_2355    :{WINDOW_COLOUR_2}Ajelua korjattu: {BLACK}{COMMA16}
STR_2356    :{WINDOW_COLOUR_2}Ajelua tarkistettu: {BLACK}{COMMA16}
STR_2357    :Talo
STR_2358    :Yksiköt
STR_2359    :Oikeat arvot
STR_2360    :{WINDOW_COLOUR_2}Näytön tarkkuus
STR_2361    :Maan pehmennys
STR_2362    :{SMALLFONT}{BLACK}Kytke maan ruutujen pehmennys päälle/pois
STR_2363    :Ruudukko maan päällä
STR_2364    :{SMALLFONT}{BLACK}Kytke maan päällinen ruudukko päälle/pois
STR_2365    :Pankki ei suostu korottamaan lainaasi!

STR_2368    :Ei mitään
STR_2369    :Matala
STR_2370    :Tyydyttävä
STR_2371    :Korkea
STR_2372    :Matala
STR_2373    :Keski
STR_2374    :Korkea
STR_2375    :Todella korkea

STR_2378    :{SMALLFONT}{BLACK}Säädä pienempää maa-aluetta
STR_2379    :{SMALLFONT}{BLACK}Säädä suurempaa maa-aluetta
STR_2380    :{SMALLFONT}{BLACK}Säädä pienempää vesialuetta
STR_2381    :{SMALLFONT}{BLACK}Säädä suurempaa vesialuetta
STR_2382    :Maa
STR_2383    :Vesi
STR_2384    :{WINDOW_COLOUR_2}Tavoitteesi:
STR_2385    :{BLACK}Ei mitään
STR_2386    :{BLACK}Puistossasi tulee olla vähintään {COMMA16} vierasta {MONTHYEAR} loppuun mennessä ja puiston arvosanan tulee olla vähintään 600
STR_2387    :{BLACK}Saavuta puiston arvoksi vähintään {POP16}{POP16}{CURRENCY} vuoden {PUSH16}{PUSH16}{PUSH16}{MONTHYEAR} loppuun mennessä
STR_2388    :{BLACK}Pidä hauskaa!
STR_2389    :{BLACK}Rakenna niin hyvä {STRINGID} kuin voit!
STR_2390    :{BLACK}Puistossasi tulee olla 10 eri tyyppistä toiminnassa olevaa vuoristorataa joiden innostavuus on vähintään 6.00
STR_2391    :{BLACK}Puistossasi tulee olla vähintään {COMMA16} vierasta, eikä puiston arvosana saa pudota alle 700 hetkeksikään!
STR_2392    :{BLACK}Sinun tulee saada {POP16}{POP16}{CURRENCY} kuukausituloja laitteiden lipputuloista
STR_2393    :{BLACK}Puistossasi tulee olla 10 eri tyyppistä toiminnassa olevaa vuoristorataa, joiden pitää olla vähintään {LENGTH} pitkiä ja joiden innostavuus on vähintään 7.00
STR_2394    :{BLACK}Viimeistele puiston 5 osittain rakennettua vuoristorataa niin, että jokaisen innostavuus on vähintään {POP16}{POP16}{COMMA2DP32} 
STR_2395    :{BLACK}Maksa lainasi takaisin ja saavuta puistolle arvo {POP16}{POP16}{CURRENCY}
STR_2396    :{BLACK}Sinun tulee saada {POP16}{POP16}{CURRENCY} kuukausituloja ruoan, juomien ja tavaroiden myynnistä
STR_2397    :Ei mitään
STR_2398    :Vieraiden määrä tiettynä päivänä
STR_2399    :Puiston arvo tiettynä päivänä
STR_2400    :Pidä hauskaa
STR_2401    :Rakenna parhaat radat joita voit
STR_2402    :Rakenna 10 vuoristorataa
STR_2403    :Vieraiden määrä puistossa
STR_2404    :Kuukausitulo laitteiden tuloista
STR_2405    :Rakenna 10 vuoristorataa tietyssä ajassa
STR_2406    :Rakenna valmiiksi 5 vuoristorataa
STR_2407    :Maksa laina pois ja saavuta tietty puiston arvo
STR_2408    :Kuukausitulo ruuasta/kauppatavaroista
STR_2409    :{WINDOW_COLOUR_2}Markkinointikampanjoja käynnissä
STR_2410    :{BLACK}Ei mitään
STR_2411    :{WINDOW_COLOUR_2}Markkinointikampanjoja saatavilla
STR_2412    :{SMALLFONT}{BLACK}Aloita tämä markkinointikampanja
STR_2413    :{BLACK}({CURRENCY2DP} viikossa)
STR_2414    :(Ei valittu)
STR_2415    :{WINDOW_COLOUR_2}Ajelu:
STR_2416    :{WINDOW_COLOUR_2}Esine:
STR_2417    :{WINDOW_COLOUR_2}Kesto:
STR_2418    :Vapaa pääsy laitteeseen {STRINGID}
STR_2419    :Vapaa ajelu laitteessa {STRINGID}
STR_2420    :Puolen hinnan pääsy laitteeseen {STRINGID}
STR_2421    :Ilmainen {STRINGID}
STR_2422    :Mainoskampanja {STRINGID}:n mainostamiseksi
STR_2423    :Mainoskampanja {STRINGID}:n mainostamiseksi
STR_2424    :{WINDOW_COLOUR_2}Vapaa sisäänpääsy -kuponkeja
STR_2425    :{WINDOW_COLOUR_2}Ilmainen ajelu tietyssä laitteessa -kuponkeja
STR_2426    :{WINDOW_COLOUR_2}Puolen hinnan sisäänpääsy -kuponkeja
STR_2427    :{WINDOW_COLOUR_2}Ilmaisen ruoan tai juoman kuponkeja
STR_2428    :{WINDOW_COLOUR_2}Mainoskampanja puistollesi
STR_2429    :{WINDOW_COLOUR_2}Mainoskampanja tietylle laitteelle
STR_2430    :{BLACK}Ilmaiskuponkeja kohteeseen {STRINGID}
STR_2431    :{BLACK}Ilmaiskuponkeja laitteeseen {STRINGID}
STR_2432    :{BLACK}Puolen hinnan kuponkeja laitteeseen {STRINGID}
STR_2433    :{BLACK}Kuponkeja joilla saa ilmaisen {STRINGID}
STR_2434    :{BLACK}Mainoskampanja {STRINGID}:n mainostamiseksi
STR_2435    :{BLACK}Mainoskampanja {STRINGID}:n mainostamiseksi
STR_2436    :1 viikko
STR_2437    :<not used anymore>
STR_2438    :<not used anymore>
STR_2439    :<not used anymore>
STR_2440    :<not used anymore>
STR_2441    :<not used anymore>
STR_2442    :<not used anymore>
STR_2443    :{WINDOW_COLOUR_2}Viikottainen kustannus: {BLACK}{CURRENCY2DP}
STR_2444    :{WINDOW_COLOUR_2}Kokonaiskustannus: {BLACK}{CURRENCY2DP}
STR_2445    :Aloita tämä markkinointikampanja
STR_2446    :{YELLOW}Markkinointikampanja ilmaisille sisäänpääsyille puistoosi on loppunut
STR_2447    :{YELLOW}Markkinointikampanja ilmainen ajelu laitteella {STRINGID} on loppunut
STR_2448    :{YELLOW}Markkinointikampanja sisäänpääsy puoleen hintaan puistoosi on loppunut
STR_2449    :{YELLOW}Markkinointikampanja ilmaiselle {STRINGID}:lle on loppunut
STR_2450    :{YELLOW}Mainoskampanjasi puistolle on loppunut
STR_2451    :{YELLOW}Mainoskampanjasi laitteelle {STRINGID} on loppunut
STR_2452    :{WINDOW_COLOUR_2}Raha (less loan): {BLACK}{CURRENCY2DP}
STR_2453    :{WINDOW_COLOUR_2}Raha (less loan): {RED}{CURRENCY2DP}

STR_2457    :{SMALLFONT}{BLACK}Näytä taloustiedot
STR_2458    :{SMALLFONT}{BLACK}Näytä kuvaaja rahan määrästä (less loan) over time
STR_2459    :{SMALLFONT}{BLACK}Näytä kuvaaja puiston arvosta
STR_2460    :{SMALLFONT}{BLACK}Näytä kuvaaja viikottaisesta tuotosta
STR_2461    :{SMALLFONT}{BLACK}Näytä markkinointikampanjat
STR_2462    :{SMALLFONT}{BLACK}Näytä puiston sisäänkäynti
STR_2463    :{SMALLFONT}{BLACK}Näytä kuvaaja puiston arvosanasta
STR_2464    :{SMALLFONT}{BLACK}Näytä kuvaaja vierasmääristä
STR_2465    :{SMALLFONT}{BLACK}Näytä sisäänpääsyhinta ja -tiedot
STR_2466    :{SMALLFONT}{BLACK}Näytä puiston tilastot
STR_2467    :{SMALLFONT}{BLACK}Näytä pelin tavoitteet
STR_2468    :{SMALLFONT}{BLACK}Näytä viimeiset palkinnot mitä tämä puisto on saanut
STR_2469    :{SMALLFONT}{BLACK}Valitse tutkinnan ja kehityksen taso
STR_2470    :{SMALLFONT}{BLACK}Kehitä uusia transportaatiolaitteita
STR_2471    :{SMALLFONT}{BLACK}Kehitä uusia lempeitä laitteita
STR_2472    :{SMALLFONT}{BLACK}Kehitä uusia vuoristoratoja
STR_2473    :{SMALLFONT}{BLACK}Kehitä uusia jännittäviä laitteita
STR_2474    :{SMALLFONT}{BLACK}Kehitä uusia vesilaitteita
STR_2475    :{SMALLFONT}{BLACK}Kehitä uusia Kauppoja/Kojuja
STR_2476    :{SMALLFONT}{BLACK}Kehitä maisemointia ja teemausta
STR_2477    :{SMALLFONT}{BLACK}Valitse tämän laitteen/kohteen toimintamoodi
STR_2478    :{SMALLFONT}{BLACK}Näytä nopeuden kuvaaja ajalle
STR_2479    :{SMALLFONT}{BLACK}Näytä korkeuden kuvaaja ajalle
STR_2480    :{SMALLFONT}{BLACK}Näytä pystysuoran kiihtyvyyden kuvaaja ajalle
STR_2481    :{SMALLFONT}{BLACK}Näytä poikittaisen kiihtyvyyden kuvaaja ajalle
STR_2482    :{SMALLFONT}{BLACK}Tuotto: {CURRENCY} viikossa,  puiston arvo: {CURRENCY}
STR_2483    :{WINDOW_COLOUR_2}Viikottainen tuotto: {BLACK}+{CURRENCY2DP}
STR_2484    :{WINDOW_COLOUR_2}Viikottainen tuotto: {RED}{CURRENCY2DP}
STR_2485    :Ohjaimet
STR_2486    :Yleiset
STR_2487    :Näytä vieraiden 'oikeat' nimet
STR_2488    :{SMALLFONT}{BLACK}Vaihda vieraiden nimen ja numeron näyttämisen välillä
STR_2489    :Pikanäppäimet...
STR_2490    :Näppäimistön pikanäppäimet
STR_2491    :Palauta näppäinasetukset
STR_2492    :{SMALLFONT}{BLACK}Aseta kaikki pikanäppäimet takaisin alkuperäisiin asetuksiin
STR_2493    :Sulje päällimmäinen ikkuna
STR_2494    :Sulje kaikki ikkunat
STR_2495    :Poistu rakennustilasta
STR_2496    :Pysäytä peli
STR_2497    :Zoomaa näkymää ulos
STR_2498    :Zoomaa näkymää sisään
STR_2499    :Käännä näkymää myötäpäivään
STR_2500    :Käännä rakennettavaa tavaraa
STR_2501    :Maanalainen näkymä -kytkin
STR_2502    :Maanpinnan näkyvyys -kytkin
STR_2503    :Pystysuorien seinämien näkyvyys -kytkin
STR_2504    :Läpinäkyvät laitteet -kytkin
STR_2505    :Läpinäkyvä maisemointi -kytkin
STR_2506    :Näkymättömät tukirakenteet -kytkin
STR_2507    :Näkymättömät kävijät -kytkin
STR_2508    :Korkeusmerkit maanpinnalla -kytkin
STR_2509    :Korkeusmerkit radoilla -kytkin
STR_2510    :Korkeusmerkit kävelyteillä -kytkin
STR_2511    :Säädä maata
STR_2512    :Säädä vettä
STR_2513    :Rakenna maisemaa
STR_2514    :Rakenna polkuja
STR_2515    :Rakenna uusi laite
STR_2516    :Näytä taloustiedot
STR_2517    :Näytä tutkimustyötiedot
STR_2518    :Näytä ajelulista
STR_2519    :Näytä puiston tiedot
STR_2520    :Näytä vieraslista
STR_2521    :Näytä henkilöstölista
STR_2522    :Näytä viimeiset viestit
STR_2523    :Näytä kartta
STR_2524    :Kuvankaappaus
### The following need to be reordered to match SDL_keycode layout.

STR_2533    :Askelpalautin

STR_2544    :Pysäytä

STR_2552    :Esc-näppäin

STR_2557    :Välilyönti

STR_2562    :Vasen
STR_2563    :Ylös
STR_2564    :Oikea
STR_2565    :Alas

STR_2569    :Ruudunkaappaus

STR_2572    :Ohje

STR_2618    :Valikko

STR_2680    :Kaikki tutkimustyö on tehty
STR_2681    :{MEDIUMFONT}{BLACK}Saat {CURRENCY} lisää rahaa
STR_2682    :<not used anymore>
STR_2683    :<not used anymore>
STR_2684    :{SMALLFONT}{BLACK}Suuri kävijäryhmä saapuu

STR_2686    :{WINDOW_COLOUR_2}Matala:
STR_2687    :{WINDOW_COLOUR_2}Korkea:

STR_2690    :Kartan luonti
STR_2691    :{WINDOW_COLOUR_2}Peruskorkeus:
STR_2692    :{WINDOW_COLOUR_2}Vedentaso:
STR_2693    :{WINDOW_COLOUR_2}Ympäristö:
STR_2694    :Luo
STR_2695    :Satunnainen ympäristö
STR_2696    :Aseta puita

STR_2700    :Automaattisen tallennuksen tiheys:
STR_2701    :1 min välein
STR_2702    :5 min välein
STR_2703    :15 min välein
STR_2704    :30 min välein
STR_2705    :Tunnin välein
STR_2706    :Ei koskaan
STR_2707    :Avaa uusi ikkuna
STR_2708    :{WINDOW_COLOUR_1}Oletko varma, että haluat korvata tiedoston {STRINGID}?
STR_2709    :Korvaa
STR_2710    :Kirjoita tiedoston nimi.

STR_2718    :(ylös)
STR_2719    :(uusi tiedosto)
STR_2720    :{UINT16}sek
STR_2721    :{UINT16}sekuntia
STR_2722    :{UINT16}min:{UINT16}sek
STR_2723    :{UINT16}min:{UINT16}sekuntia
STR_2724    :{UINT16}minuuttia:{UINT16}sek
STR_2725    :{UINT16}minuuttia:{UINT16}sekuntia

STR_2727    :{UINT16}minuuttia
STR_2728    :{UINT16}tunti:{UINT16}min
STR_2729    :{UINT16}tunti:{UINT16}minuuttia
STR_2730    :{UINT16}tuntia:{UINT16}min
STR_2731    :{UINT16}tuntia:{UINT16}minuuttias
STR_2732    :{COMMA16}jalka

STR_2736    :{MONTH}, Vuosi {COMMA16}
STR_2737    :{STRINGID} {MONTH}, Vuosi {COMMA16}
STR_2738    :Otsikkoruudun musiikki:
STR_2739    :Ei mitään

STR_2742    :css50.dat ei löydy
STR_2743    :Kopioi data\css17.dat RCT1-asennuksestasi tiedostoon data\css50.dat RCT2-asennuksessasi.

# New strings used in the cheats window previously these were ???
STR_2750    :Siirrä kaikki esineet ylös
STR_2751    :Siirrä kaikki esineet alas
STR_2752    :Tyhjennä ruoho
STR_2753    :Leikattu ruoho
STR_2754    :Kastele kasvit
STR_2755    :Korjaa tärvelöinti
STR_2756    :Poista roskat
STR_2757    :Pakota aurinko
STR_2758    :Pakota ukkonen

STR_2761    :<not used anymore>
STR_2762    :<not used anymore>

STR_2764    :<not used anymore>

STR_2766    :Voita skenaario
STR_2767    :Jäädytä ilmasto
STR_2768    :Sulata ilmasto
STR_2769    :Avaa puisto
STR_2770    :Sulje puisto
STR_2771    :Hitaampi pelinopeus
STR_2772    :Nopeampi pelinopeus
STR_2773    :Ikkunoitu
STR_2774    :Koko näyttö
STR_2775    :Koko näyttö (työpöytä)
STR_2776    :Kieli:

STR_2779    :Ikkuna #{COMMA16}
STR_2780    :Ylimääräinen ikkuna
# End of new strings

STR_2784    :Muuta näppäimistön pikanäppäintä
STR_2785    :{WINDOW_COLOUR_2}Paina uusi näppäinyhdistelmä toiminnolle:{NEWLINE}{OPENQUOTES}{STRINGID}{ENDQUOTES}
STR_2786    :{SMALLFONT}{BLACK}Paina pikanäppäimen kuvausta valitaksesi uuden näppäinyhdistelmän
STR_2787    :{WINDOW_COLOUR_2}Puiston arvo: {BLACK}{CURRENCY}
STR_2788    :{WINDOW_COLOUR_2}Onnittelut !{NEWLINE}{BLACK}Saavutit tavoitteesi ! Yhtiösi arvo: {CURRENCY} !
STR_2789    :{WINDOW_COLOUR_2}Epäonnistuit tavoitteessasi !

STR_2791    :Anna nimi

STR_2793    :{SMALLFONT}(Suorittanut {STRINGID})
STR_2794    :{WINDOW_COLOUR_2}Suorittanut: {BLACK}{STRINGID}{NEWLINE}{WINDOW_COLOUR_2} Yhtiön arvolla: {BLACK}{CURRENCY}
STR_2795    :Järjestä
STR_2796    :{SMALLFONT}{BLACK}Järjestä laitelistaus valitun tietotyypin mukaan
STR_2797    :Vieritä näkymää kun hiiri on näytön reunassa
STR_2798    :{SMALLFONT}{BLACK}Valitse vieritetäänkö näkymää kun hiiri on näytön reunassa
STR_2799    :{SMALLFONT}{BLACK}Näytä ja aseta näppäinasetukset
STR_2800    :{WINDOW_COLOUR_2}Sisäänpääsyt: {BLACK}{COMMA32}
STR_2801    :{WINDOW_COLOUR_2}Tulot sisäänpääsyistä: {BLACK}{CURRENCY2DP}
STR_2802    :Kartta
STR_2803    :{SMALLFONT}{BLACK}Näytä nämä kävijät kartalla
STR_2804    :{SMALLFONT}{BLACK}Näytä nämä henkilökunnan jäsenet kartalla
STR_2805    :{SMALLFONT}{BLACK}Näytä puiston kartta
STR_2806    :{RED}Vieraat valittavat puistosi kuvottavista poluista{NEWLINE}Tarkista ja uudelleenjärjestele yleismiestesi sijainnit
STR_2807    :{RED}Vieraat valittavat roskan määrästä puistossasi{NEWLINE}Tarkista ja uudelleenjärjestele yleismiestesi sijainnit
STR_2808    :{RED}Vieraat valittavat puistosi vandalismista{NEWLINE}Tarkista ja uudelleenjärjestele yleismiestesi sijainnit
STR_2809    :{RED}Vieraat ovat nälkäisiä eivätkä löydä paikkaa josta saisi ruokaa
STR_2810    :{RED}Vieraat ovat janoisia eivätkä löydä paikkaa josta saisi juotavaa
STR_2811    :{RED}Vieraat valittavat etteivät löydä vessaa puistostasi
STR_2812    :{RED}Vieraat eksyvät tai jäävät jumiink{NEWLINE}Tarkista jalkakäytäväsi että vieraat löytävä tiensä paikasta toiseen
STR_2813    :{RED}Sisäänpääsyn hinta on liian korkea!{NEWLINE}Laske sisäänpääsyhintaa tai paranna puiston arvoa jotta puistosi houkuttelee enemmän kävijöitä
STR_2814    :{WINDOW_COLOUR_2}Sotkuisin puisto -palkinto
STR_2815    :{WINDOW_COLOUR_2}Siistein puisto -palkinto
STR_2816    :{WINDOW_COLOUR_2}Parhaat vuoristoradat -palkinto
STR_2817    :{WINDOW_COLOUR_2}Paras hinta/laatu-suhde -palkinto
STR_2818    :{WINDOW_COLOUR_2}Kaunein puisto -palkinto
STR_2819    :{WINDOW_COLOUR_2}Huonoin hinta/laatu-suhde -palkinto
STR_2820    :{WINDOW_COLOUR_2}Turvallisin puisto -palkinto
STR_2821    :{WINDOW_COLOUR_2}Paras henkilöstö -palkinto
STR_2822    :{WINDOW_COLOUR_2}Parhaat puistoruuat -palkinto
STR_2823    :{WINDOW_COLOUR_2}Huonoimmat puistoruuat -palkinto
STR_2824    :{WINDOW_COLOUR_2}Parhaat puistovessat -palkinto
STR_2825    :{WINDOW_COLOUR_2}Pettymyksellisin puisto -palkinto
STR_2826    :{WINDOW_COLOUR_2}Parhaat vesilaitteet -palkinto
STR_2827    :{WINDOW_COLOUR_2}Parhaat kustomoidut laitteet -palkinto
STR_2828    :{WINDOW_COLOUR_2}Häikäisevimmät värivalinnat -palkinto
STR_2829    :{WINDOW_COLOUR_2}Sekavin kartta -palkinto
STR_2830    :{WINDOW_COLOUR_2}Parhaat lempeät laitteet -palkinto
STR_2831    :{TOPAZ}Puistosi sai 'Maan sotkuisin puisto' -palkinnon!
STR_2832    :{TOPAZ}Puistosi sai 'Maan Siistein puisto' -palkinnon!
STR_2833    :{TOPAZ}Puistosi sai 'Puisto parhaimmilla vuoristoradoilla' -palkinnon!
STR_2834    :{TOPAZ}Puistosi sai 'Maan paras hinta/laatu-suhde' -palkinnon!
STR_2835    :{TOPAZ}Puistosi sai 'Maan kaunein puisto' -palkinnon!
STR_2836    :{TOPAZ}Puistosi sai 'Maan huonoin hinta/laatu-suhde' -palkinnon!
STR_2837    :{TOPAZ}Puistosi sai 'Maan turvallisin puisto' -palkinnon!
STR_2838    :{TOPAZ}Puistosi sai 'Puisto parhaimmalla henkilöstöllä' -palkinnon!
STR_2839    :{TOPAZ}Puistosi sai 'Puisto maan parhaimmalla ruualla' -palkinnon!
STR_2840    :{TOPAZ}Puistosi sai 'Puisto maan huonoimmalla ruualla' -palkinnon!
STR_2841    :{TOPAZ}Puistosi sai 'Puisto maan parhaimmilla vessatiloilla' -palkinnon!
